start_time,type,ttfb,download_time,chunk_size,rel_start_time,rel_end_time
1516739046.961613,v,0.0009701251983642578,9.127960920333862,321616,304.31384205818176,313.442773103714
1516739059.063803,v,0.08018803596496582,1.5675420761108398,363584,316.41603207588196,318.06376218795776
1516739060.734901,v,0.04751896858215332,1.843337059020996,227028,318.08713006973267,319.9779860973358
1516739062.687119,v,0.8616530895233154,6.2295849323272705,330722,320.03934812545776,327.13058614730835
1516739069.780797,a,0.013078927993774414,1.9184470176696777,114896,327.1330261230469,329.0645520687103
1516739071.747606,v,2.909566879272461,11.79113507270813,279678,329.0998351573944,343.800537109375
1516739089.614843,v,15.981317043304443,25.889530181884766,101920,346.9670720100403,388.8379192352295
1516739131.488589,v,0.013656854629516602,4.083240032196045,86786,388.8408181667328,392.93771505355835
1516739135.58673,v,0.06672000885009766,4.401465892791748,103888,392.9389591217041,397.40714502334595
1516739140.056075,a,0.013966798782348633,2.994744062423706,208768,397.40830421447754,400.4170150756836
1516739143.072448,v,0.030195951461791992,2.4571149349212646,110257,400.4246771335602,402.91198801994324
1516739145.58724,v,0.017297029495239258,3.913470983505249,202163,402.9394690990448,406.8702371120453
1516739149.579973,v,0.019463062286376953,1.5815150737762451,258409,406.9322021007538,408.5331802368164
1516739151.225159,a,0.6128451824188232,1.6117959022521973,355092,408.577388048172,410.802029132843
1516739153.457299,v,0.04780101776123047,1.0206708908081055,275199,410.8095281124115,411.87800002098083
1516739154.542699,a,0.22739481925964355,0.4300990104675293,110093,411.8949282169342,412.5524220466614
1516739155.213743,a,0.004118919372558594,1.3712952136993408,395727,412.56597208976746,413.94138622283936
1516739156.639188,v,0.14725089073181152,1.4279520511627197,691111,413.9914171695709,415.56662011146545
1516739158.248966,v,0.05829906463623047,0.28904294967651367,90681,415.6011950969696,415.94853711128235
1516739158.63184,v,0.039858102798461914,2.2769157886505127,1454336,415.984069108963,418.300843000412
1516739160.988815,v,0.12909889221191406,0.8035860061645508,294313,418.3410441875458,419.27372908592224
1516739161.945273,v,0.23384809494018555,1.4987850189208984,592572,419.29750204086304,421.0301351547241
1516739163.70544,v,0.029926061630249023,6.330204010009766,1953344,421.05766916275024,427.41779923439026
1516739170.07818,v,0.07128500938415527,13.881040811538696,1431261,427.43040919303894,441.3827350139618
1516739184.197994,a,0.09486508369445801,60.87990403175354,598835,441.5502231121063,502.5249922275543
1516739245.19666,v,0.6430389881134033,1.1182489395141602,334144,502.54888916015625,504.3101770877838
1516739246.972062,a,0.09711098670959473,6.0532050132751465,1126807,504.32429122924805,510.4746072292328
1516739253.14647,v,0.013231992721557617,2.049449920654297,679669,510.4986991882324,512.5613811016083
1516739255.222234,v,0.0026578903198242188,0.81050705909729,407744,512.5744631290436,513.3876280784607
1516739256.04226,a,0.2175910472869873,1.767374038696289,680064,513.3944890499115,515.3794541358948
1516739258.030168,v,0.0033600330352783203,0.15016579627990723,151518,515.3823971748352,515.5359230041504
1516739258.184226,v,0.012321949005126953,3.430941104888916,1423111,515.536455154419,518.979718208313
1516739261.641986,v,0.02836918830871582,0.8452599048614502,109090,518.9942150115967,519.8678441047668
1516739262.522249,a,0.0031440258026123047,0.8704679012298584,144256,519.8744781017303,520.7480900287628
1516739263.452372,v,0.003201007843017578,0.7170000076293945,126592,520.8046011924744,521.5248022079468
1516739264.226196,a,0.17507195472717285,4.291709899902344,1313024,521.5784251689911,526.0452070236206
1516739268.724505,v,0.0036039352416992188,3.7705371379852295,1210981,526.0767340660095,529.8508751392365
1516739272.52782,v,0.21584296226501465,5.537358999252319,959744,529.8800492286682,535.6332511901855
1516739278.283913,v,0.3378310203552246,1.8735311031341553,239264,535.6361420154572,537.8475041389465
1516739280.499605,v,0.5063509941101074,8.164184093475342,266432,537.8518340587616,546.522369146347
