start_time,server_ip,type,ttfb,download_time,get_size,chunk_size,rel_start_time,rel_end_time
1516209131.830787,173.194.184.139,v,0.011017084121704102,1.575390100479126,1367,1912895,245.8482928276062,247.42368292808533
1516209141.081664,173.194.184.139,v,0.014249801635742188,1.0052800178527832,1367,1528353,255.09916996955872,256.1044499874115
1516209149.578326,173.194.184.139,a,0.012773990631103516,0.5354371070861816,1260,461549,263.5958318710327,264.1312689781189
1516209151.836258,173.194.184.139,v,0.012089014053344727,1.2497031688690186,1367,2044840,265.85376381874084,267.10346698760986
1516209162.08695,173.194.184.139,v,0.018019914627075195,1.48152494430542,1367,2145571,276.104455947876,277.5859808921814
1516209172.833853,173.194.184.139,v,0.014636039733886719,1.4968299865722656,1367,2062913,286.85135889053345,288.3481888771057
1516209179.586695,173.194.184.139,a,0.032241106033325195,0.5468349456787109,1260,466603,293.60420083999634,294.15103578567505
1516209182.083583,173.194.184.139,v,0.01217198371887207,1.2226428985595703,1367,2095748,296.1010890007019,297.3237318992615
1516209193.587944,173.194.184.139,v,0.013426065444946289,1.4937849044799805,1367,2038608,307.60544991493225,309.09923481941223
1516209203.077539,173.194.184.139,v,0.01602792739868164,1.4425599575042725,1367,2011014,317.0950448513031,318.5376048088074
1516209210.877141,173.194.184.139,a,0.004786968231201172,0.4093639850616455,1260,447691,324.89464688301086,325.3040108680725
1516209213.080964,173.194.184.139,v,0.013576984405517578,1.5895359516143799,1367,2085853,327.0984699726105,328.68800592422485
1516209224.079241,173.194.184.139,v,0.02364802360534668,1.0917840003967285,1367,1348571,338.0967469215393,339.18853092193604
1516209231.332163,173.194.184.139,v,0.014045000076293945,1.440018892288208,1367,1969726,345.3496689796448,346.789687871933
1516209235.584856,173.194.184.139,a,0.01685190200805664,0.3654799461364746,1260,453805,349.6023619174957,349.9678418636322
1516209239.333353,173.194.184.139,v,0.02679586410522461,1.799617052078247,1367,1930821,353.35085892677307,355.1504759788513
1516209249.587841,173.194.184.139,v,0.011976003646850586,1.5479459762573242,1367,1971480,363.6053469181061,365.1532928943634
1516209259.326791,173.194.184.139,v,0.03885293006896973,1.718613862991333,1367,2009085,373.34429693222046,375.0629107952118
1516209266.828982,173.194.184.139,a,0.009742975234985352,0.37474584579467773,1260,461063,380.8464879989624,381.2212338447571
1516209269.076983,173.194.184.139,v,0.013488054275512695,1.3938419818878174,1367,2076283,383.09448885917664,384.48833084106445
1516209279.829457,173.194.184.139,v,0.013098955154418945,1.6783778667449951,1367,2142824,393.846962928772,395.52534079551697
1516209290.088741,173.194.184.139,v,0.02184581756591797,1.7771320343017578,1367,2122179,404.1062469482422,405.88337898254395
1516209297.573652,173.194.184.139,a,0.016175031661987305,0.4246499538421631,1260,465878,411.591157913208,412.01580786705017
1516209299.832551,173.194.184.139,v,0.03215789794921875,1.7692608833312988,1367,2071300,413.850056886673,415.6193177700043
1516209311.078533,173.194.184.139,v,0.012034177780151367,1.2999980449676514,1367,2126409,425.0960388183594,426.396036863327
1516209321.089191,173.194.184.139,v,0.021620988845825195,1.8652729988098145,1367,2081301,435.10669684410095,436.97196984291077
1516209327.833738,173.194.184.139,a,0.0176239013671875,0.08223700523376465,1260,115337,441.8512439727783,441.9334809780121
1516209331.576823,173.194.184.139,v,0.015425920486450195,1.1083459854125977,1367,951604,445.59432888031006,446.70267486572266
